Grib  N° 216
Zone : Lon: 121, Lat: -48 X Lon: 178, Lat: 41
Cases en longitudes: 57 pas de 1.01786°;
Cases en latitudes: 90 pas de 1°

Données TWS, TWD de la fenêtre 0

Date: 2017/04/02 12:00:00 UTC
LATITUDE\LONGITUDE	121.00000	122.01786	123.03572	124.05358	125.07144	126.08930	127.10716	128.12502	129.14288	130.16074	131.17860	132.19646	133.21432	134.23218	135.25004	136.26790	137.28576	138.30362	139.32148	140.33934	141.35720	142.37506	143.39292	144.41078	145.42864	146.44650	147.46436	148.48222	149.50008	150.51794	151.53580	152.55366	153.57152	154.58938	155.60724	156.62510	157.64296	158.66082	159.67868	160.69654	161.71440	162.73226	163.75012	164.76798	165.78584	166.80370	167.82156	168.83942	169.85728	170.87514	171.89300	172.91086	173.92872	174.94658	175.96444	176.98230	178.00016	
0.00000	4.05984;207.05580	1.91973;289.29908	9.18739;323.18829	4.69982;286.76734	8.28277;315.00000	14.02006;355.08304	13.97418;351.02903	6.16447;324.75636	4.48887;21.67471	0.82187;305.47939	3.98954;229.64397	11.36436;226.77433	11.85535;268.56344	12.36346;286.44902	7.71117;314.59148	5.04419;320.48844	6.23139;307.33103	6.82806;304.72610	7.64193;305.91379	9.10810;316.20195	8.12753;335.70915	5.03804;356.51606	4.93021;350.84370	4.41950;353.96844	4.76151;357.39340	6.24493;351.69763	7.86548;349.68844	8.35897;349.93135	7.11322;19.47478	4.54191;356.04646	2.85292;348.46038	1.86575;24.32736	3.34093;35.05210	4.12675;94.30328	5.88028;105.43286	5.63740;101.68770	6.14284;97.37599	7.52877;90.48078	7.36073;81.90991	8.05949;75.82969	8.84173;73.57705	9.10501;71.85130	8.94216;75.07259	8.91908;79.06108	9.23016;78.86400	9.36262;76.17437	9.62811;77.95049	10.18427;78.71795	10.51903;74.08369	9.84459;71.94070	9.73464;67.83954	11.79802;59.84413	12.10475;59.58064	13.70038;58.96235	13.62050;60.75717	13.00359;62.63438	12.67306;61.50877	
-1.00000	8.85591;147.91463	1.14369;81.90405	5.96628;349.40580	9.43238;337.99687	5.53070;5.73464	11.80072;4.13645	13.15208;352.95964	5.87627;309.42943	8.70666;289.43010	5.55063;288.62150	0.92122;79.31603	2.24429;58.42176	1.58250;162.33067	3.73710;138.05709	3.88090;328.10109	5.26598;262.85190	8.81600;281.13279	9.87208;298.74011	10.56304;308.46221	12.21520;304.52965	11.91235;310.34067	10.55117;320.57691	9.76291;322.19005	6.02791;333.12096	5.12125;335.58484	6.35095;338.94109	6.81302;341.00157	6.72830;332.20600	4.03520;331.83010	4.26498;337.15596	4.66779;330.40309	4.34401;333.15977	2.98702;9.85095	3.91238;60.80383	5.55797;76.13872	5.42089;73.00754	5.45163;72.11290	6.25698;76.89198	6.75505;74.89281	7.04595;72.08491	8.04879;67.62814	8.96365;66.10311	9.38803;67.28432	9.64830;69.23184	9.41007;70.77531	9.07543;70.61034	9.41910;69.81485	9.78170;71.67667	9.71786;69.50968	9.62132;64.08724	9.11661;68.51165	10.28216;64.14221	11.27066;72.80573	11.77506;69.63547	11.74793;68.06128	11.97452;58.61673	12.44517;55.24259	
-2.00000	2.31064;280.17551	4.30354;243.36551	9.97254;8.72128	10.45179;18.66746	6.28122;3.29451	7.03580;350.60742	12.21695;338.88591	2.73681;23.10508	4.93292;300.21256	4.75226;292.96564	8.89222;296.63787	3.70312;4.17219	1.42944;26.91698	7.61087;225.44495	10.51420;227.84744	4.87271;258.91868	3.06386;219.11114	2.15329;215.56534	9.55365;268.95074	15.08777;293.37112	15.13070;304.56387	13.69243;302.88917	13.87884;298.17303	10.31523;303.38462	8.98626;323.55893	7.79850;334.23333	8.32835;328.65094	8.57465;329.63324	6.03046;320.09984	5.00025;304.41905	5.21456;306.80155	4.95552;297.31890	2.77277;307.87252	2.45703;43.83322	3.43378;62.36730	4.78956;60.85505	5.15406;49.72684	5.78806;45.14967	7.05412;46.19465	7.69610;52.11994	7.40671;54.86262	8.02555;58.09612	8.89131;59.59479	9.81847;59.36307	9.91218;59.39659	9.31441;61.00114	8.99309;64.82524	9.23553;67.51557	8.92640;66.24274	9.13204;68.36618	9.07787;71.47194	7.99514;78.81983	12.05652;66.94454	11.73928;65.53563	10.79403;55.64027	11.14282;50.60651	11.90325;45.13232	
-3.00000	0.27627;39.28941	1.38074;234.99212	4.15119;45.53120	5.65395;19.54755	7.97667;351.26902	4.30468;46.29904	9.20024;298.83943	5.51874;309.26811	2.21369;313.52700	7.66928;287.92060	11.48807;300.23550	6.09382;319.78725	2.27436;82.49111	0.75020;266.97598	6.01610;183.24144	1.83168;182.88943	2.09203;302.97097	1.70359;296.60598	0.95874;289.71712	1.64839;228.95899	1.85354;230.22905	9.30082;280.14151	13.42933;283.91153	12.97253;295.47073	11.25570;311.66066	9.60338;321.26955	10.79503;326.57605	11.01643;329.02237	8.63636;319.93024	5.81875;310.62413	4.97842;285.82924	7.13745;288.00565	6.78710;309.60807	5.57903;343.93368	4.02398;1.87854	3.92366;15.29620	4.96210;19.65443	5.83446;13.78901	7.51583;27.29405	7.29650;38.75993	8.49919;39.59920	8.03288;44.52941	8.61192;49.02698	8.70186;51.90388	8.99315;49.78691	9.32523;47.85566	8.86784;51.51476	8.71988;55.63685	8.50746;57.61717	7.95294;65.90954	8.24866;65.03531	8.52103;63.32389	8.49478;61.29432	10.45504;55.20783	9.85313;44.32860	9.92597;34.91940	10.88596;29.99868	
-4.00000	9.76286;260.25636	2.30310;265.40101	4.18604;1.21625	2.72734;324.20171	4.42225;317.97535	6.38155;305.49102	2.46815;346.76491	10.35827;309.02084	10.62294;308.12602	4.82108;290.17534	6.64524;280.25478	12.31192;321.92508	5.99560;335.60370	7.29278;5.57231	1.82499;33.26692	2.23838;1.72383	1.30870;227.23914	0.88297;209.69169	1.14177;187.68714	1.04038;238.81960	1.31439;226.97163	1.69057;228.61266	3.16742;190.53412	2.97761;220.48851	7.80827;273.36386	8.95554;306.44706	10.07824;309.45891	8.81708;307.24127	9.09422;309.88397	4.98956;280.96410	6.52787;260.17753	3.27854;257.71401	12.13888;314.42259	8.59831;323.85549	7.17428;345.86360	6.09250;345.54255	5.33817;348.08244	5.72422;352.86630	5.21077;7.28673	6.68572;16.77902	7.93911;23.93543	9.91385;32.25665	8.72884;33.14155	9.00957;32.93577	8.42276;31.63955	8.49248;29.96285	8.98189;33.48028	8.41475;35.16226	7.94407;37.41387	7.71494;40.29909	7.02158;43.22761	7.02454;44.12549	7.32925;46.25727	8.04107;36.50701	9.46170;28.90826	10.05951;17.81174	11.23941;14.01221	
-5.00000	3.42514;296.27421	4.69005;330.93848	3.82745;324.29995	10.23848;332.21866	11.44987;322.11649	10.03725;323.02136	8.83907;278.77375	9.35002;269.70221	11.00535;273.67506	9.30937;271.71824	5.29191;257.12969	4.16001;296.93143	11.51840;317.66062	11.21621;338.13405	12.47713;327.27550	4.38273;21.34603	2.80501;337.89998	2.08330;351.51153	2.05539;1.54829	1.73299;350.77646	0.90303;332.72341	1.24030;164.54799	1.95518;200.14468	1.83312;199.30725	1.69203;298.20491	5.46191;257.29027	8.65713;291.45501	7.20324;284.47725	1.95209;344.99508	1.94985;117.01975	0.87077;186.59260	9.99929;321.14711	4.39176;283.04594	9.65498;321.29335	9.21285;327.76524	9.57569;342.45517	8.60491;336.93907	7.74401;339.27226	6.12303;348.34404	4.24073;348.13380	4.73105;9.42594	6.73422;32.43314	7.24092;21.74429	8.00912;21.55868	8.28146;17.14623	8.45085;11.17941	8.96821;11.43902	9.09338;13.90257	8.54125;12.90587	8.21162;17.80874	7.53112;21.24668	6.61783;27.34781	6.16804;21.26827	6.66188;9.91307	8.12389;0.67575	9.74000;355.92123	10.71455;358.44061	
-6.00000	16.85533;269.07489	16.80876;264.20633	13.40766;275.89657	10.84117;285.00553	13.70533;288.30132	10.62315;292.28034	11.16083;287.46296	12.01514;283.71026	13.74396;277.74539	13.67779;293.08526	10.82780;303.70433	11.54182;297.24259	12.58269;290.68036	7.69371;301.68622	15.87195;316.16610	14.88093;319.76320	6.20978;321.00967	2.98346;345.36075	0.37647;253.50194	0.86628;320.72778	1.57559;308.99099	1.49664;308.80508	1.59614;338.14287	1.24686;328.10634	1.23487;195.25037	1.05543;339.71938	3.71419;286.81987	4.75101;319.87927	2.65283;24.68717	3.02252;347.15425	3.76352;253.25257	5.32258;265.30969	8.40173;299.00825	8.77541;342.52029	5.48363;306.14683	9.28185;315.91638	8.18029;324.66333	8.36152;321.08641	7.13562;331.01210	6.49222;330.15724	6.45792;344.40924	5.90660;12.19932	6.41251;2.78001	7.30212;4.08344	8.27599;358.46162	9.08888;351.06630	9.31238;350.49993	9.47388;356.97615	10.17612;355.24127	10.01162;356.35427	8.63685;359.48418	7.39263;0.40888	7.33747;355.68057	7.26014;347.54224	7.44234;335.61054	8.31040;324.51062	8.22621;342.67828	
-7.00000	12.50182;285.41920	13.10547;288.67682	11.98711;287.90608	10.72383;295.84512	11.86644;283.97251	11.17090;274.87724	11.79278;279.00243	9.15048;280.06262	9.62362;285.27136	10.37202;306.34158	7.60630;290.96392	8.58824;292.46125	7.78619;283.61507	8.02186;280.40047	9.68773;288.18046	6.91780;295.05288	9.89875;314.21234	2.60754;335.74304	0.59021;28.07582	1.23714;274.69920	4.72548;342.38418	3.06240;339.95475	2.56942;336.69725	1.65058;337.34276	2.98310;42.35908	2.24639;167.90732	5.61505;277.93150	2.63724;348.82672	3.06129;198.89515	3.68846;223.91102	4.31823;240.52704	4.76074;269.39010	6.56466;287.88234	10.04447;309.92057	7.14310;316.89666	5.38124;313.68275	9.12241;310.03849	8.81691;310.18889	8.24768;310.38306	8.92581;311.68950	8.87679;323.27063	7.88440;359.63174	8.08822;350.59427	7.19792;348.22426	6.71164;338.70396	7.54777;330.90670	10.12148;328.73996	12.02779;341.56212	11.94745;341.24668	11.25939;342.75691	9.86195;351.07499	8.83005;342.19526	8.39763;336.74046	8.55286;329.54766	9.46897;318.08710	11.06720;313.49837	11.46092;317.54328	
-8.00000	2.57132;253.75712	1.93165;123.43261	1.19567;293.61444	0.23926;238.90452	1.58784;294.82070	1.89570;297.64498	4.94627;271.22253	7.06572;316.80592	5.64147;287.94737	3.94513;275.26114	4.11998;275.70521	4.08753;251.31690	5.54762;219.88269	4.57126;210.51249	4.81464;208.58277	3.39040;211.57221	3.39978;81.54699	0.68226;123.67196	2.32670;285.57587	2.15763;292.29506	0.45504;160.01689	1.91400;28.84266	2.23138;351.73578	4.77669;336.94071	4.08106;17.70828	1.62458;3.38107	0.92742;318.45821	3.95975;312.03530	1.52873;221.39153	3.94066;187.03247	5.08702;184.47746	4.80447;184.79021	1.08766;169.40299	4.79710;302.85938	7.69898;302.61876	5.25149;324.33905	5.83446;308.56143	7.78862;318.13608	8.44626;310.74432	8.65509;296.17372	5.86007;285.92373	6.94711;325.09598	9.02499;326.46395	6.70068;342.85817	7.18494;333.67758	7.82671;314.51701	8.75989;301.96900	6.82161;309.36867	8.04664;310.23798	9.92587;324.32406	10.49632;327.16340	11.94341;340.17305	11.30778;336.06551	10.27483;324.01247	10.97623;310.88525	10.85907;290.43000	8.68237;282.54272	
-9.00000	2.40692;121.12247	3.26035;221.66474	8.37782;74.44173	4.88809;101.96681	1.51887;148.23013	2.63584;324.14256	4.29124;40.40705	2.39521;25.73323	2.61372;353.89933	1.31365;352.95722	1.10935;24.16228	1.71383;204.96350	2.10709;224.41320	0.97486;169.12250	2.72008;138.62148	3.05436;134.32960	2.28633;15.93402	5.92447;343.41419	3.87257;307.14599	3.87702;223.02927	0.50764;72.16172	1.88769;30.98905	3.12042;79.61758	7.37605;104.11535	9.49782;123.86894	8.26597;99.00247	1.82849;19.93367	1.37193;247.06790	3.49703;211.12761	3.96331;158.80653	5.77108;154.24625	5.69608;165.97798	2.76596;166.05556	2.37567;253.20197	4.88679;251.49514	8.48052;312.72424	6.51975;318.78354	8.77093;317.71264	2.07926;295.47025	3.11527;313.83705	5.48279;290.67159	8.36094;297.33356	4.93871;295.40517	4.59287;298.26791	5.32643;284.73814	6.59860;263.99718	6.63979;261.13498	7.20728;265.63649	7.07581;289.51512	5.99475;286.82203	8.68209;302.25966	7.54068;290.27081	8.74365;299.70538	7.48886;305.02248	7.48047;287.99708	9.75233;284.78135	9.09705;277.48947	
-10.00000	8.41739;170.42892	11.61180;117.65892	11.56614;95.86390	3.09625;66.97947	7.82643;81.30599	9.74516;77.79349	7.73559;66.59156	4.75001;78.55212	2.73085;77.96620	3.39431;55.90314	2.14985;53.96006	0.66092;40.40755	1.73706;41.56592	1.95035;62.41593	2.01284;78.58155	0.70520;59.59691	0.86303;12.82738	0.71296;265.02776	1.87175;204.87239	3.49301;220.37304	5.47981;110.00273	9.06732;122.08871	9.70184;119.14826	15.03771;111.77665	15.77699;125.26441	14.33724;126.34321	11.12987;116.72616	1.92035;53.40849	1.09857;13.29857	5.10252;145.75903	4.60748;139.44852	6.26926;134.61058	5.82898;147.39106	2.71879;146.77349	1.89976;245.79524	2.58631;291.60949	3.21486;299.95071	3.51779;344.63214	2.80175;358.75051	5.29319;305.13164	3.44215;282.76956	3.98694;303.26394	3.42205;268.69805	4.31300;246.64476	5.68720;266.10777	4.85836;247.55365	5.59063;248.39466	5.92153;253.18186	6.75241;272.99337	4.97009;266.86119	3.22116;301.49447	4.82571;302.83230	7.26093;285.52822	5.18744;298.46653	6.08282;275.27880	7.88157;273.01977	8.11014;264.08444	
-11.00000	10.45046;152.52935	13.95201;121.32929	15.03417;107.18388	13.74446;106.28711	15.02360;106.59202	16.45261;106.55725	13.55515;104.70383	13.72856;106.91604	7.43962;91.47580	3.22485;60.50529	3.17819;90.02503	6.93121;109.12094	4.37472;76.78995	2.06946;72.08413	1.61996;72.54344	1.34950;339.93369	1.09297;334.40566	1.03052;289.64147	1.79504;222.11634	3.12841;132.58262	8.53532;97.23378	8.23657;114.94419	16.93660;126.54373	18.88187;128.35766	16.41925;132.70671	15.70904;136.28350	13.68905;136.67437	13.65830;128.81263	8.63006;105.41358	5.68756;113.80542	7.22384;140.65635	6.76478;138.38970	6.72549;133.82895	5.70791;141.97100	2.38858;148.88431	2.56625;90.97654	2.34639;23.13689	2.85461;15.37249	1.73472;48.79354	4.16829;99.16099	0.71584;291.38826	3.57741;316.32096	2.33184;275.02146	3.40414;241.43001	5.59912;238.00938	4.17298;220.35234	3.85373;238.86773	4.97658;266.72855	7.07264;275.11359	3.98851;297.50168	4.10925;304.65230	5.10800;308.72791	6.06053;303.19567	5.90149;297.37531	6.95615;283.05918	6.93481;271.02678	8.20109;264.55967	
-12.00000	10.18584;135.69587	11.71534;113.99627	15.19490;104.11269	13.74394;107.69435	14.65411;107.31730	15.69417;109.06331	12.95902;115.84245	10.32334;120.51970	6.92942;126.89240	3.15038;132.59949	5.46336;109.02933	7.77758;124.91342	4.03697;145.37639	6.52148;145.83627	7.36079;130.01867	4.10363;119.07833	2.48377;73.63576	1.16861;70.93214	2.06786;120.06220	11.89388;92.00336	17.66221;105.01509	4.79956;116.89714	18.11059;124.39450	19.22829;129.21523	17.97962;136.37988	16.57916;138.89812	15.98570;145.61814	13.91087;140.79002	11.69789;120.78415	9.14584;119.59988	6.98136;129.18053	5.44254;122.51514	5.15208;126.48511	5.72902;134.69758	6.40509;151.32709	3.70322;103.43081	5.76848;71.06622	3.84466;62.53842	3.10558;58.27972	2.32793;68.07865	3.78691;75.60568	2.63785;68.08883	3.16681;155.71613	3.24678;168.54207	3.56921;209.75959	2.99682;199.64082	2.37210;228.36841	3.30620;260.80461	4.88686;261.43768	4.81168;283.19413	6.98023;327.12864	7.15617;323.43826	6.57591;314.47305	6.29334;301.17621	6.74595;280.79511	7.87790;266.94909	9.30206;259.15969	
-13.00000	9.75107;121.21840	9.22432;121.96187	11.35591;102.29478	14.52759;100.04839	13.91908;107.71632	15.13820;107.06216	16.97449;123.00764	12.90494;133.88316	9.73515;132.71004	7.43507;127.34026	3.94386;110.61356	3.86827;123.41856	4.90164;124.46522	3.50906;155.60149	1.67117;137.12110	2.76083;73.38576	7.12711;82.36560	7.01922;90.03967	10.07880;76.23177	14.57660;86.77855	15.63401;93.70698	3.88062;116.47521	11.57077;120.23080	20.16097;125.18255	18.78407;133.78826	17.23800;137.82453	16.14348;137.35690	15.40148;142.54869	15.45454;139.43779	13.18177;132.35837	10.91637;140.89723	6.55047;143.44635	4.92696;111.14446	5.50024;112.35040	7.33658;133.20707	7.67518;101.80084	8.10554;85.50086	7.25942;79.92679	6.39576;74.33159	6.08541;74.44905	5.55089;78.98322	4.85571;86.37588	3.57204;111.04870	3.12040;127.23824	3.78468;159.69332	2.99925;177.12091	2.74134;186.57170	3.12485;255.73555	4.71975;268.31419	5.85317;271.57001	3.84216;295.83648	7.18638;325.72535	6.91264;330.89062	5.37142;304.06962	6.57202;284.44891	7.29401;270.79616	7.36101;263.17525	
-14.00000	8.32111;113.69069	6.46423;114.46107	6.00710;118.29824	11.86606;125.72098	13.82329;111.13411	11.90482;127.49672	5.46942;135.56156	13.27386;121.61850	11.48401;160.32595	4.42640;134.14596	3.92424;134.77925	3.98553;98.27237	3.62481;95.23059	2.78456;119.15600	2.95979;138.19459	6.70422;116.29759	9.75035;106.99355	8.39581;105.79962	10.84915;72.02928	15.72952;71.66133	11.72156;89.68777	5.15285;115.27935	5.85579;116.87977	20.81575;117.09865	19.72048;124.49834	18.22203;131.33254	16.45553;132.04104	15.96523;139.52809	17.63229;140.90614	17.24660;136.35175	14.74588;143.47452	13.54081;131.40335	9.53467;120.11434	7.33936;110.22036	9.16238;115.51038	10.04891;103.10344	9.20760;94.82713	7.02458;87.76230	4.88747;74.08872	6.55966;72.81938	5.86627;86.74413	4.63087;90.94498	3.99247;108.30263	3.71423;144.52158	5.77319;131.88827	6.87982;126.47489	3.92152;134.69876	1.94694;153.73683	1.89211;257.80000	3.42984;295.69370	4.61330;326.32332	6.89461;347.73962	6.83716;343.41465	6.04406;321.72582	5.87153;300.41073	6.18283;271.88455	5.93942;246.87528	
-15.00000	5.15738;97.58037	3.92553;107.96571	3.33708;192.81225	8.36733;117.47585	10.99634;117.69297	5.23575;138.26577	6.93731;150.13763	6.63900;148.98158	7.00645;147.00212	5.69731;139.35842	5.50659;128.69455	5.14147;143.13010	4.51557;159.36659	5.03687;175.73069	7.43426;167.23558	9.56146;122.18442	8.70656;113.70922	8.15072;117.42060	6.99837;88.47666	13.92749;57.25036	16.51285;72.32650	5.96677;84.81318	5.02994;95.43298	5.71863;117.13991	17.97339;124.32597	19.34629;125.72305	16.78329;128.06181	15.13056;135.05205	16.81183;142.37486	17.81521;141.49445	17.47228;136.71304	16.20508;135.64637	14.08771;134.56955	10.28044;123.18828	11.92151;107.40976	10.65647;106.47801	9.48839;101.03484	7.58849;109.71602	7.10876;111.00714	8.31734;111.97298	6.44215;107.01884	6.66820;100.67937	5.33756;102.08747	5.48173;120.49336	2.44668;65.24298	2.22908;136.60066	7.20924;131.84138	7.87776;132.77012	5.99564;120.08127	2.18134;91.02121	4.38744;47.87316	5.81662;6.34506	4.90592;344.84045	2.95571;331.39886	4.34962;272.78185	3.96662;279.93593	1.10046;287.47477	
-16.00000	7.69382;137.96975	10.63442;155.09320	15.15385;106.46834	15.93090;104.51440	5.67100;115.82726	6.33480;131.89051	7.09921;146.34474	8.34211;147.51345	6.09514;132.44085	8.54678;138.42057	6.66718;137.75328	7.07288;130.10598	6.27979;136.59288	7.35304;152.85239	6.85302;165.29366	5.50788;178.13652	8.23828;170.74793	6.55333;161.76390	5.65039;142.98424	5.66435;144.62461	7.57651;72.48550	4.77564;67.81966	3.99808;81.65243	4.73303;107.27850	11.48149;144.69011	18.87783;128.14198	17.28336;131.09196	15.94985;130.73990	15.33727;140.86387	16.32618;140.70627	17.12220;143.25239	17.58589;139.66249	16.78702;136.66096	13.21607;134.68418	12.60101;122.93012	11.44639;111.41475	9.57990;108.99377	8.43381;103.93696	8.42539;99.81134	8.50159;96.07950	9.76443;101.46652	9.70695;111.34972	8.42859;117.24465	7.46919;110.76024	8.74785;100.42476	7.63250;92.04333	7.35312;112.57210	8.40405;117.12217	9.70884;111.69064	8.98953;103.05962	6.95297;79.85562	5.28457;55.44480	3.94705;39.84531	2.22188;45.60966	0.98218;190.75507	3.48537;50.27217	6.34078;79.75800	
-17.00000	14.63999;115.98667	19.92419;106.69175	8.45801;127.95236	6.76609;118.22160	5.94801;109.69035	5.21070;113.99287	8.59913;121.64568	7.46108;148.99784	7.25102;133.69657	9.24814;137.48733	9.33419;141.59548	9.60817;132.57311	10.52759;138.60807	9.66654;146.44095	8.57489;150.38400	8.34902;153.11876	7.25176;169.31959	6.01236;173.47652	9.66969;188.94652	10.68228;203.12193	2.86136;77.84272	4.43292;68.85877	4.73274;99.40584	9.04188;98.36997	2.34457;123.91009	18.28384;127.26219	16.26007;128.91012	14.61920;132.39719	13.85634;132.32776	13.93831;137.96765	15.24705;139.91291	15.50572;140.75911	15.90292;140.83378	15.01390;134.72199	11.42941;124.92257	11.06153;120.46299	9.72292;115.59681	8.52179;107.37274	8.33650;96.14795	9.71218;102.96539	10.54091;109.83506	10.33658;115.38923	9.08993;121.66770	9.19731;114.48504	9.46987;105.39128	9.42678;100.05979	8.65573;98.83998	8.63972;105.59656	9.27377;108.99703	9.03516;107.94379	7.50241;101.43221	5.25634;90.47675	3.72814;55.25761	4.25950;32.89233	7.84453;92.72840	12.74973;88.25877	12.88662;117.87930	
-18.00000	16.01909;100.98269	20.31557;105.10799	8.29188;124.41652	7.02276;122.23401	6.55427;109.92358	6.93086;110.62563	8.01904;110.62269	7.43608;135.00000	9.94900;126.95498	10.55289;134.29102	11.99149;140.29432	12.71888;138.41373	13.59485;138.88421	11.76076;148.00164	11.09502;150.85277	9.63355;149.45063	7.14761;155.01699	5.67805;165.65739	5.61342;165.35742	5.92955;174.05205	5.95452;111.50618	6.69045;68.25732	6.54232;93.01628	9.68284;100.86441	3.44300;117.78611	16.34351;127.84988	18.53941;133.78076	14.58920;131.74322	12.98698;132.57366	12.83702;130.77539	13.08381;132.51934	13.53915;138.18338	13.83292;141.56150	14.06111;142.89406	13.99482;139.99777	10.78838;118.22734	10.75672;122.38622	9.45363;121.08498	8.25182;109.19896	10.78701;97.56633	9.87970;107.24777	10.44654;114.60983	9.48625;119.79585	8.87773;120.60230	8.06387;115.66939	7.27428;100.29197	8.83947;90.77402	8.85146;101.06070	8.70806;107.17701	9.31627;113.35556	8.89294;110.11044	9.34188;103.19478	7.90365;111.84589	6.08279;40.87933	4.52495;76.55118	8.65976;106.52309	2.83382;71.19220	
-19.00000	18.22412;113.31094	9.01524;122.80945	9.25013;118.27221	9.66059;124.73890	9.11093;121.08535	7.82729;124.15969	9.05580;123.40695	8.26617;120.87133	11.53265;118.72067	11.35565;125.27887	12.57438;130.18435	13.81028;134.45825	13.23188;136.57742	15.22342;143.17546	14.30560;150.89246	14.09746;149.73674	11.20237;153.91514	9.90574;164.18279	11.80113;158.74363	10.79176;154.71813	10.43629;109.81534	6.76671;81.74188	10.40985;92.29339	6.06418;108.17708	3.10381;99.89178	10.83608;146.65771	18.75790;137.77624	22.92337;133.39541	21.99788;131.84797	14.64358;124.75961	12.44200;125.62197	12.55218;128.36604	12.40907;135.12693	12.19959;143.01142	12.22744;143.50720	12.93484;145.36420	12.01739;116.55676	10.41876;118.66421	8.58183;103.43819	8.78760;99.85696	10.29842;106.49207	8.90993;120.43639	8.43649;125.57604	7.64312;125.60205	6.45988;123.41272	4.92282;120.99092	7.79307;82.09465	8.22715;86.84555	8.33171;98.04692	9.58586;111.22103	11.13719;114.24781	11.30802;105.56523	11.64640;99.96699	14.89110;91.18629	13.91626;83.85460	14.93323;90.51939	15.09247;93.47046	
-20.00000	12.50780;123.91233	12.63905;126.57029	12.06337;126.49506	11.01875;129.30861	10.61714;133.31597	9.39537;129.08006	9.58160;125.83765	11.48621;115.35079	12.11059;110.64861	11.64017;120.20892	14.46869;125.56273	15.17138;130.07815	15.87979;134.76691	17.15511;136.91007	16.76892;148.55784	16.38043;152.86025	15.91141;155.17255	14.17297;157.72288	11.03181;154.51408	9.61749;158.20504	10.26395;127.07173	5.32341;117.91250	9.97720;63.19033	7.81688;61.17235	2.85879;100.29753	4.15962;108.61022	3.92033;160.74749	18.07867;144.69507	22.70790;130.97369	23.44657;135.67514	20.89446;129.14014	16.86603;125.98368	13.26974;130.85984	10.97101;136.51480	10.40465;143.27140	9.68283;147.21916	10.19253;140.75826	10.87112;130.71464	9.53380;116.40310	8.53030;108.76938	8.25962;107.47549	6.79526;130.27774	5.16325;114.34577	7.75966;128.22494	6.06099;128.03131	5.77074;110.09523	6.92484;82.75449	8.92000;77.78769	9.63533;91.05689	10.11192;106.98936	11.41350;109.40702	12.74118;100.30016	14.73609;98.22095	14.03873;95.32300	14.92100;96.73857	15.43559;95.94824	16.30444;92.45988	
